codeCI,codeCH,libelleCI,XLambert93,YLambert93
81000	,	WB	,	Mons	,"	764751,865	","	7026109,812"
172312	,	EP	,	Bazeilles	,"	844867,098	","	6954462,319"
04211	,	WS	,	Les Verrières	,"	963242,819	","	6650095,357"
394155	,	BV	,	Jouy	,"	593477,056	","	6824288,823"
715938	,	WS	,	Vallorbe	,"	853402,556	","	6693089,059"
761684	,	00	,	St-Hilaire-St-Nazaire	,"	876568,229	","	6443871,652"
745414	,	BV	,	Valleiry	,"	929115,55	","	6560931,184"
276220	,	BL	,	Villiers-le-Bel-Gonesse	,"	658073,306	","	6878026,894"
396226	,	00	,	Crissé	,"	472092,967	","	6789777,803"
381079	,	BV	,	Bois-Colombes	,"	646680,614	","	6868417,013"
313684	,	00	,	St-Sulpice-Auteuil	,"	635759,486	","	6916783,346"
381855	,	AL	,	Argenteuil-Triage	,"	642305,19	","	6873280,728"
491142	,	00	,	Jonzac	,"	430986,845	","	6488001,404"
171512	,	BV	,	Dormans	,"	746884,688	","	6886776,934"
784801	,	00	,	Bolquère-Eyne	,"	624668,99	","	6155821,988"
242701	,	00	,	Poste 23 Lamorville	,"	887703,044	","	6875863,005"
118133	,	BV	,	Châtres (Aube)	,"	763198,394	","	6822433,674"
645697	,	00	,	Antignac-Vebret	,"	663273,27	","	6471993,688"
172759	,	EP	,	Mouzon	,"	848960,598	","	6947253,629"
116160	,	BV	,	Provins	,"	722366,039	","	6828419,751"
116160	,	EP	,	Provins	,"	719829,934	","	6826570,34"
116160	,	ES	,	Provins	,"	722698,239	","	6828540,91"
394254	,	SP	,	La Loupe	,"	551574,43	","	6820678,814"
118091	,	BV	,	St-Mesmin	,"	768458,212	","	6815765,132"
613349	,	00	,	Borredon	,"	584158,907	","	6346115,312"
415828	,	RF	,	Étrépagny	,"	598711,723	","	6912315,097"
193664	,	BV	,	Kalhausen	,"	1001509,592	","	6889591,447"
295642	,	00	,	Landrecies	,"	748808,869	","	7003536,291"
272203	,	00	,	Pont-l'Évêque-sur-Oise	,"	698911,171	","	6940514,986"
721266	,	00	,	Albigny-Neuville	,"	842147,582	","	6532217,52"
141036	,	BV	,	Foug	,"	905446,525	","	6845750,287"
438218	,	C4	,	Chamiers	,"	518440,78	","	6457771,351"
696732	,	BV	,	Prémery	,"	725218,028	","	6674603,289"
393058	,	67	,	Champ-de-Mars-Tour-Eiffel	,"	647545,469	","	6861613,295"
142554	,	00	,	Châtillon-sur-Seine	,"	817079,978	","	6753559,512"
271015	,	P1	,	St-Denis	,"	652142,533	","	6870208,606"
271015	,	GP	,	St-Denis	,"	652067,138	","	6870672,404"
271015	,	P2	,	St-Denis	,"	651988,14	","	6871626,616"
562421	,	C2	,	Aulnat-Aéroport	,"	713427,138	","	6521335,072"
296145	,	00	,	Origny-en-Thiérache	,"	773664,523	","	6977365,527"
187914	,	WS	,	Bâle	,"	1043502,146	","	6728787,083"
473389	,	BV	,	Loudéac	,"	272034,044	","	6802276,463"
753848	,	AS	,	L'Eysselle	,"	844132,501	","	6260800,99"
182881	,	00	,	Thann-St-Jacques	,"	1006218,339	","	6753811,353"
481176	,	00	,	Boussay-La Bruffière	,"	382609,641	","	6669557,166"
411926	,	BV	,	Rouen-Rive-Gauche (IE)	,"	561770,048	","	6927769,999"
751370	,	BF	,	Meyrargues	,"	905518,693	","	6288523,656"
276469	,	BE	,	Persan-Beaumont	,"	649231,414	","	6895090,818"
751446	,	BS	,	Bouc-Cabriès	,"	893339,403	","	6261148,045"
576884	,	IM	,	Villefranche-sur-Cher	,"	607680,631	","	6688855,126"
721811	,	00	,	Ternand	,"	818810,738	","	6539512,107"
713735	,	SS	,	Louhans	,"	867753,254	","	6621424,095"
172171	,	S2	,	Poix-Terron	,"	816354,265	","	6950437,422"
595751	,	00	,	Le Buisson	,"	534742,375	","	6418620,106"
491282	,	BV	,	Ste-Eulalie-Carbon-Blanc	,"	424292,408	","	6428195,052"
242602	,	RP	,	Raccordement Châlons	,"	798939,996	","	6886759,449"
382259	,	BV	,	Garches-Marnes-la-Coquette	,"	640299,995	","	6860074,059"
215491	,	00	,	Keskastel	,"	996343,091	","	6881537,809"
745596	,	A1	,	Bons-en-Chablais	,"	958921,421	","	6580083,174"
571471	,	00	,	Loches	,"	548484,253	","	6671932,82"
751545	,	BS	,	Trets	,"	917546,291	","	6264824,582"
182824	,	EP	,	Île-Napoléon-garage	,"	1030342,332	","	6750971,893"
182824	,	A2	,	Île-Napoléon-garage	,"	1031157,102	","	6751500,103"
182824	,	BV	,	Île-Napoléon-garage	,"	1028728,508	","	6749952,758"
174870	,	00	,	Ste-Menehould	,"	839038,417	","	6889460,067"
694620	,	BV	,	Montceau-les-Mines	,"	804051,259	","	6619833,373"
393132	,	BV	,	Versailles-Matelots	,"	633618,72	","	6855429,88"
476531	,	00	,	St-Rivalain	,"	247610,113	","	6778100,333"
175612	,	EP	,	Les Koeurs	,"	884523,398	","	6864179,224"
641829	,	00	,	Évaux-les-Bains	,"	659842,403	","	6563513,387"
175166	,	BV	,	Ancerville-Guë	,"	848236,126	","	6837002,268"
575308	,	00	,	Moncontour-de-Poitou	,"	471405,422	","	6647249,904"
491209	,	RF	,	St-Mariens-St-Yzan	,"	433428,466	","	6454992,987"
345140	,	00	,	Billy-Montigny	,"	693738,41	","	7035306,505"
381129	,	00	,	Clichy-Levallois	,"	648466,838	","	6866638,463"
645317	,	00	,	Champagnac-les-Mines	,"	655753,517	","	6472062,779"
172064	,	BV	,	Deville	,"	822778,875	","	6977045,614"
611749	,	EZ	,	Auch	,"	506501,724	","	6287918,178"
643072	,	BE	,	Poste 76 Argentré	,"	426428,009	","	6782282,299"
386680	,	TI	,	Les Mureaux	,"	619748,322	","	6877162,974"
386680	,	FR	,	Les Mureaux	,"	633826,432	","	6870117,873"
571885	,	EP	,	Joué-lès-Tours	,"	522691,843	","	6697083,422"
571885	,	IT	,	Joué-lès-Tours	,"	520709,926	","	6695820,976"
761825	,	00	,	Vercheny	,"	878752,581	","	6403174,722"
592485	,	24	,	Bellac	,"	549910,213	","	6557983,913"
684548	,	00	,	Lorcy	,"	666576,781	","	6774062,292"
576173	,	00	,	Faubourg-d'Orléans	,"	604928,917	","	6697035,848"
411207	,	BV	,	Oissel	,"	562070,956	","	6917601,535"
141291	,	P1	,	Neufchâteau	,"	898975,764	","	6809484,442"
755371	,	00	,	Carnoules	,"	958672,433	","	6249475,943"
571273	,	RN	,	Montlouis	,"	533906,335	","	6700870,394"
745497	,	RF	,	Annemasse	,"	949253,751	","	6571520,521"
317107	,	RF	,	Hesdigneul	,"	605923,443	","	7063172,806"
761981	,	00	,	Lumio	,"	1176408,257	","	6179712,539"
747451	,	00	,	Brignoud	,"	927500,19	","	6466752,428"
317263	,	TA	,	Calais-Ville	,"	618512,858	","	7095734,239"
317263	,	BV	,	Calais-Ville	,"	619056,23	","	7095860,195"
696427	,	EP	,	Dompierre-Sept-Fons	,"	753407,327	","	6603825,648"
481812	,	00	,	St-Étienne-de-Montluc	,"	338397,589	","	6697022,828"
755009	,	V4	,	Toulon	,"	938928,665	","	6229707,112"
172130	,	EP	,	Givet	,"	830066,932	","	7007102,815"
691394	,	00	,	La Marche	,"	702995,458	","	6671055,838"
713693	,	00	,	St-Bonnet-en-Bresse	,"	864503,703	","	6643277,112"
860841	,	BO	,	L'Île-Rousse	,"	1185271,517	","	6187953,029"
185645	,	00	,	Mantoche	,"	890423,691	","	6705425,349"
215657	,	00	,	Domfessel	,"	1004176,423	","	6880582,915"
142422	,	SS	,	Levécourt	,"	890374,011	","	6785669,218"
643098	,	SI	,	Poste 78 St-Cyr-le-Gravelais	,"	403105,435	","	6776517,014"
576264	,	ES	,	La Chapelle-St-Ursin-Morthomie	,"	646973,487	","	6660912,147"
297036	,	00	,	Croix-Fonsommes	,"	728760,615	","	6980534,929"
171264	,	A1	,	Trois-Puits	,"	775701,293	","	6900735,502"
411181	,	02	,	Tourville	,"	560245,118	","	6914877,908"
571513	,	RF	,	La Membrolle-sur-Choisille	,"	522242,468	","	6706143,369"
111849	,	BV	,	Marne-la-Vallée-Chessy	,"	684058,185	","	6863342,137"
345231	,	00	,	Loison	,"	689947,979	","	7037767,395"
172270	,	BV	,	Rethel	,"	799285,374	","	6934782,54"
193912	,	WD	,	Sarrebruck	,"	996077,064	","	6897894,733"
381657	,	BV	,	Achères-Ville	,"	632482,34	","	6874857,464"
111823	,	PS	,	Poste 74 Jablines	,"	680009,088	","	6870777,489"
615252	,	BV	,	Gaillac	,"	611262,333	","	6312557,392"
484246	,	00	,	Chemillé	,"	417658,489	","	6686399,702"
571745	,	00	,	Ligré-Rivière	,"	493443,72	","	6674419,838"
491159	,	IM	,	Fontaines-d'Ozillac	,"	434151,845	","	6480041,3"
715367	,	00	,	Syam	,"	924392,812	","	6627601,019"
611434	,	EA	,	Lacourtensourt	,"	573291,918	","	6284069,748"
611434	,	BV	,	Lacourtensourt	,"	572079,015	","	6286204,806"
775304	,	00	,	St-Hilaire-de-Brethmas	,"	788976,196	","	6332384,222"
313700	,	00	,	Milly-sur-Thérain	,"	626716,77	","	6934304,615"
584615	,	BV	,	St-Seurin-sur-l'Isle	,"	463553,66	","	6439169,754"
584615	,	S1	,	St-Seurin-sur-l'Isle	,"	463174,941	","	6439217,57"
481820	,	BV	,	Cordemais	,"	334017,263	","	6700348,576"
584268	,	BV	,	Bergerac	,"	501683,985	","	6420709,674"
199406	,	00	,	Carré 218	,"	372999,084	","	6299724,926"
594796	,	BV	,	Laval-de-Cère	,"	615748,276	","	6428565,673"
193276	,	00	,	Hombourg-Haut	,"	975396,629	","	6898400,489"
694554	,	BV	,	Dracy-St-Loup	,"	801963,89	","	6657251,203"
745422	,	A1	,	Viry	,"	933276,177	","	6562424,126"
594416	,	00	,	La Rivière-de-Mansac	,"	571531,311	","	6450259,425"
718544	,	BV	,	Le Valdahon	,"	953195,759	","	6677530,857"
694141	,	00	,	Étang	,"	790162,623	","	6641547,216"
116855	,	BV	,	Montmirail	,"	738943,618	","	6863791,449"
743112	,	00	,	St-Martin-du-Mont	,"	877913,851	","	6557714,555"
213819	,	00	,	Menchhoffen	,"	1029770,992	","	6871202,695"
402263	,	00	,	Aytré-les-Minimes	,"	380705,749	","	6567487,223"
575480	,	BV	,	Montmorillon	,"	536714,343	","	6593021,546"
734251	,	BV	,	Arvant	,"	724288,563	","	6473967,361"
575043	,	BV	,	Villeperdue	,"	520890,742	","	6680647,227"
684852	,	49	,	Toucy-Ville	,"	719853,018	","	6738793,529"
613604	,	EC	,	Bagnac	,"	631572,099	","	6395983,015"
382200	,	00	,	Courbevoie	,"	644876,827	","	6866722,467"
721563	,	00	,	Fleurieux-sur-l'Arbresle	,"	828871,611	","	6528570,13"
543330	,	EM	,	Patay	,"	603846,777	","	6771510,279"
281329	,	BF	,	Loon-Plage	,"	644951,376	","	7097244,75"
415646	,	RB	,	St-Pierre-du-Vauvray	,"	570791,428	","	6905662,235"
753541	,	BV	,	La Couronne-Carro	,"	866456,737	","	6251141,014"
313726	,	00	,	Marseille-en-Beauvaisis	,"	624355,38	","	6941801,139"
214577	,	00	,	Molsheim	,"	1032029,878	","	6835823,312"
696260	,	AG	,	Saincaize	,"	705440,054	","	6647195,995"
696260	,	VZ	,	Saincaize	,"	705539,824	","	6648721,305"
731828	,	00	,	Lachaud-Curmilhac	,"	748013,216	","	6447296,848"
342188	,	BV	,	Maroeuil	,"	678481,427	","	7025003,85"
342253	,	00	,	Savy-Berlette	,"	668504,515	","	7028551,15"
144410	,	00	,	Arches	,"	962455,746	","	6785811,052"
592881	,	EC	,	Exideuil-sur-Vienne	,"	520497,526	","	6534294,345"
696518	,	F0	,	Fours	,"	758777,545	","	6635733,391"
286187	,	BM	,	La Madeleine (Nord)	,"	704344,285	","	7062640,939"
671404	,	BV	,	Labarthe-Avezac	,"	485020,941	","	6223926,392"
144303	,	00	,	Lamarche	,"	905475,974	","	6780247,884"
417451	,	00	,	Beine-Farman	,"	778016,092	","	6905407,957"
313593	,	00	,	Villers-St-Sépulcre	,"	643454,986	","	6918914,245"
586180	,	IP	,	St-Nicolas-St-Romain	,"	521039,59	","	6341213,413"
487348	,	00	,	Chavagnes-les-Redoux	,"	399941,282	","	6632576,282"
199380	,	00	,	Carré 219	,"	372844,008	","	6299750,263"
745943	,	XS	,	St-Gingolph-Frontière (IE)	,"	996053,577	","	6594532,044"
342238	,	00	,	Lillers	,"	663052,078	","	7051655,568"
396747	,	RD	,	Mondoubleau	,"	586433,96	","	6817067,413"
672766	,	00	,	Sarrance	,"	406561,521	","	6223365,097"
763425	,	00	,	Chorges	,"	959830,038	","	6388345,259"
485250	,	72	,	Mauzé	,"	417430,84	","	6573679,029"
142299	,	00	,	Rimaucourt	,"	873090,708	","	6798503,789"
276493	,	AS	,	Montsoult-Maffliers	,"	650339,219	","	6884534,346"
741009	,	AS	,	Chambéry-Challes-les-Eaux	,"	927801,015	","	6500929,64"
118307	,	EP	,	Bayel	,"	831977,26	","	6790671,697"
471177	,	SP	,	Pléchâtel	,"	343337,941	","	6765802,35"
276626	,	00	,	Vaucelles	,"	643666,951	","	6880462,582"
742007	,	XI	,	Modane	,"	989314,762	","	6455693,323"
481721	,	AC	,	Donges	,"	526149,87	","	6701214,878"
192427	,	AB	,	Novéant	,"	922485,674	","	6883489,745"
112490	,	PR	,	Poste 76 Messy	,"	676975,091	","	6873077,065"
271460	,	00	,	Roissy-Aéroport-CDG 1	,"	667514,754	","	6878859,738"
683532	,	BV	,	Chemilly-Appoigny	,"	741422,676	","	6755361,988"
471201	,	SI	,	Fougeray-Langon	,"	337442,636	","	6751418,22"
171728	,	00	,	Loivre	,"	772003,303	","	6916712,672"
286534	,	BV	,	Ronchin	,"	705498,971	","	7056311,77"
485136	,	00	,	St-Laurent-de-la-Prée	,"	388311,957	","	6551732,092"
679910	,	AR	,	Poste 71 Montfort	,"	509079,765	","	6776436,189"
185629	,	BF	,	Aillevillers	,"	948885,178	","	6761817,403"
182097	,	00	,	Schlierbach	,"	1032913,117	","	6741439,767"
722538	,	00	,	Feyzin	,"	844251,728	","	6509050,477"
684837	,	EP	,	Grandchamp	,"	710427,431	","	6746114,785"
476309	,	00	,	Gestel	,"	218215,248	","	6764409,003"
641589	,	00	,	Souvigny	,"	714593,721	","	6603489,133"
193714	,	PA	,	Sarralbe	,"	995266,353	","	6885280,914"
718205	,	BV	,	Passenans	,"	898581,679	","	6636841,871"
611244	,	EF	,	Montauban-Ville-Bourbon	,"	557641,889	","	6327750,211"
111872	,	BM	,	Poste 71 Presles-en-Brie	,"	681893,672	","	6845570,183"
756379	,	00	,	Beaulieu-sur-Mer	,"	1049052,737	","	6299322,49"
72009	,	WB	,	Charleroi-Sud	,"	779128,294	","	7023316,08"
021030	,	BV	,	Bény Aiguille IPCS	,"	876327,816	","	6581652,738"
142620	,	BV	,	Vaux-sous-Aubigny	,"	872141,688	","	6731068,252"
586859	,	00	,	Mouchan	,"	484085,454	","	6316643,689"
144626	,	IT	,	Raon-l'Étape	,"	984740,43	","	6818120,392"
214338	,	00	,	Dorlisheim	,"	1031591,711	","	6834370,649"
725721	,	00	,	Pontanevaux-la-Chapelle	,"	836652,636	","	6569669,748"
762989	,	SG	,	St-Georges-d'Espéranche	,"	863903,846	","	6497199,031"
276279	,	TG	,	Orry-la-Ville-Coye	,"	663147,412	","	6892834,265"
478545	,	IP	,	Neau	,"	440382,598	","	6789338,922"
743146	,	SM	,	Ambronay-Priay	,"	880740,122	","	6550159,106"
313312	,	EP	,	Catenoy	,"	664902,958	","	6919804,223"
381244	,	70	,	Gisors	,"	611137,648	","	6912551,892"
718841	,	RF	,	Arc-et-Senans	,"	910732,678	","	6662731,004"
401323	,	00	,	Mouans-Sartoux	,"	1020758,978	","	6288209,2"
399063	,	RD	,	Poste 41 Droué	,"	649495,047	","	6859556,938"
111831	,	RT	,	Poste 72 Neufmoutiers-en-Brie	,"	684802,123	","	6848224,871"
594010	,	VA	,	Estavel-Triage	,"	583949,131	","	6451554,495"
694174	,	00	,	St-Symphorien-de-Marmagne	,"	801895,703	","	6639111,495"
194209	,	BV	,	Montmédy	,"	871768,025	","	6938554,873"
761957	,	00	,	Bocognano	,"	1201321,214	","	6128062,672"
755835	,	00	,	La Motte-Ste-Roseline	,"	984392,674	","	6270948,768"
615195	,	EE	,	Albi-Madeleine	,"	631662,054	","	6317850,628"
673129	,	S1	,	Laluque	,"	378126,839	","	6305478,91"
413385	,	ES	,	Yvetot	,"	538496,649	","	6949423,18"
581504	,	SE	,	Talence-Médoquine	,"	415607,716	","	6419573,717"
731430	,	BV	,	La Défense Grande Arche	,"	652753,966	","	6864390,095"
212084	,	RS	,	Strasbourg-Koenigshoffen	,"	1047274,889	","	6840404,703"
636589	,	RM	,	Monts-Sud	,"	522179,581	","	6686753,428"
141572	,	BV	,	Ceintrey	,"	933074,128	","	6829597,479"
381178	,	00	,	Us	,"	624821,37	","	6889351,028"
594101	,	00	,	Gimel	,"	609259,665	","	6468526,474"
725663	,	V3	,	Fleurville-Pont-de-Vaux	,"	844702,795	","	6596547,624"
751800	,	BV	,	Septèmes	,"	892050,355	","	6258876,182"
212050	,	AH	,	Strasbourg-Cronenbourg	,"	1048363,916	","	6844205,911"
781245	,	00	,	Villeneuve-lès-Béziers	,"	723202,973	","	6247418,128"
316281	,	00	,	Wiencourt-l'Équipée	,"	672182,198	","	6972234,463"
476457	,	00	,	Quiberon	,"	239742,702	","	6727311,166"
415877	,	BV	,	Val-de-Reuil	,"	570808,537	","	6909884,281"
757567	,	VA	,	Anthéor-Cap-Roux	,"	1014529,64	","	6266644,314"
757567	,	BV	,	Anthéor-Cap-Roux	,"	1015133,062	","	6267328,972"
747535	,	DA	,	Jarrie-Vizille	,"	914914,354	","	6447046,025"
116046	,	E1	,	merainville-Pontault-Combault	,"	671073,723	","	6856791,611"
193649	,	S2	,	Zetting	,"	1001745,104	","	6894903,206"
447714	,	BV	,	St-Sever (Calvados)	,"	402772,181	","	6868025,119"
281444	,	BV	,	St-Omer (Pas-de-Calais)	,"	648232,802	","	7073248,428"
615674	,	00	,	Tanus	,"	645232,451	","	6333751,616"
487355	,	00	,	Sigournais	,"	396501,05	","	6628868,72"
722553	,	00	,	Ternay	,"	840916,183	","	6502928,144"
174219	,	A2	,	Vitry-la-Ville	,"	808073,644	","	6860474,37"
193151	,	00	,	Téterchen	,"	960161,167	","	6908936,688"
761890	,	00	,	Beaurières	,"	902725,561	","	6388893,689"
313668	,	59	,	Méru	,"	637219,933	","	6910072,635"
313668	,	MA	,	Méru	,"	639491,935	","	6901732,536"
636480	,	RJ	,	Poste 61 Juillé	,"	477350,543	","	6540467,379"
145268	,	00	,	Carré 132	,"	771837,774	","	6555858,442"
486332	,	00	,	Chantonnay	,"	390274,162	","	6629031,281"
393215	,	00	,	Viroflay-Rive-Gauche	,"	639127,516	","	6855937,141"
215053	,	AE	,	Phalsbourg	,"	1003639,794	","	6858648,549"
182360	,	00	,	Walbach	,"	1015251,703	","	6781513,646"
645143	,	00	,	Lamativie	,"	623526,8	","	6431745,897"
415042	,	BV	,	Arques-la-Bataille	,"	565807,616	","	6977351,2"
471458	,	00	,	Chevaigné	,"	356213,317	","	6799905,179"
726901	,	00	,	St-Étienne-Carnot	,"	808243,808	","	6483981,672"
764522	,	2B	,	Bourg-St-Andéol	,"	830892,693	","	6366175,676"
718049	,	EP	,	Miserey-Salines	,"	924535,03	","	6690731,023"
484220	,	00	,	La Jumellière	,"	418383,666	","	6692707,475"
396499	,	RF	,	Bazouges	,"	462462,484	","	6737115,206"
682179	,	00	,	Le Mée	,"	672123,642	","	6826825,889"
765180	,	BV	,	Courthézon	,"	851200,792	","	6334128,019"
313163	,	RF	,	St-Léger-lès-Domart	,"	638587,564	","	6994767,743"
575316	,	61	,	St-Jean-de-Sauves	,"	478388,658	","	6641591,951"
721035	,	ES	,	Amplepuis	,"	805838,261	","	6537695,226"
773556	,	BV	,	Frontignan	,"	761465,274	","	6260937,557"
586313	,	EP	,	Goulens	,"	512540,859	","	6336432,171"
317396	,	31	,	Noyelles	,"	607464,27	","	7011709,882"
317396	,	32	,	Noyelles	,"	607496,619	","	7012207,689"
473330	,	BV	,	Quintin	,"	264298,903	","	6827046,465"
118190	,	BP	,	Nogent-sur-Seine	,"	732219,318	","	6821810,978"
118190	,	S1	,	Nogent-sur-Seine	,"	734525,173	","	6821895,193"
271247	,	BF	,	St-Ouen	,"	650087,056	","	6868222,138"
645424	,	00	,	Yolet-le-Doux	,"	663026,112	","	6425117,911"
144345	,	00	,	Provenchères-sur-Fave	,"	1002803,186	","	6808306,942"
474015	,	00	,	Dirinon	,"	161423,772	","	6835138,473"
684001	,	FP	,	Montargis	,"	680748,425	","	6767830,35"
696740	,	EP	,	Arzembouy	,"	728712,641	","	6683475,104"
487637	,	00	,	Montreuil-Bellay	,"	461419,222	","	6674231,369"
345132	,	00	,	Coron-de-Méricourt	,"	691786,221	","	7035274,956"
184275	,	FI	,	Montreux-Vieux	,"	1002842,532	","	6732338,684"
775395	,	00	,	Remoulins-Pont-du-Gard	,"	825933,098	","	6316687,354"
592048	,	BV	,	Les Bardys	,"	574296,586	","	6535330,904"
734459	,	00	,	Pont-de-Dore	,"	738046,821	","	6527136,885"
773002	,	ES	,	Montpellier-St-Roch	,"	770942,661	","	6278587,162"
313379	,	00	,	Namps-Quevauvillers	,"	635551,944	","	6968063,063"
688887	,	EO	,	Montpellier (CNM)	,"	772931,86	","	6276724,444"
688887	,	BL	,	Montpellier (CNM)	,"	770887,432	","	6275198,829"
688887	,	BV	,	Montpellier (CNM)	,"	773793,286	","	6277264,271"
582734	,	00	,	Podensac	,"	433742,318	","	6400076,988"
193359	,	BV	,	Faulquemont	,"	963371,728	","	6888856,341"
784751	,	00	,	Thuès	,"	636070,694	","	6158483,808"
747477	,	25	,	Goncelin	,"	930649,216	","	6470819,334"
584722	,	BV	,	St-Sulpice-Izon	,"	432452,534	","	6429626,91"
755785	,	BS	,	St-Maximin	,"	932002,959	","	6264967,935"
611137	,	EC	,	St-Gaudens	,"	513705,783	","	6224753,63"
637058	,	29	,	Poste 29 Lesse	,"	956206,982	","	6877469,691"
447177	,	RF	,	Condé-sur-Vire	,"	404807,884	","	6891040,101"
144063	,	EF	,	Vincey	,"	946895,083	","	6810365,553"
595538	,	97	,	Milhac-d'Auberoche	,"	537877,721	","	6450790,158"
722249	,	LA	,	 Irigny-Yvours	,"	842695,349	","	6512714,848"
271056	,	00	,	Poste 13 Moussy	,"	673281,152	","	6887202,435"
313494	,	00	,	Ham (Somme)	,"	705118,124	","	6960064,605"
313494	,	C5	,	Ham (Somme)	,"	706486,203	","	6959822,535"
213462	,	00	,	Riedseltz	,"	1062980,491	","	6888158,82"
694547	,	00	,	Cordesse-Igornay	,"	801947,77	","	6662060,157"
612028	,	00	,	Labège-Village	,"	581382,485	","	6271242,045"
212126	,	00	,	Stephansfeld	,"	1045906,289	","	6856685,476"
342303	,	00	,	Tincques	,"	664238,999	","	7028925,97"
590299	,	00	,	Halte Nice-Pont-Michel	,"	1045717,643	","	6300818,665"
481754	,	00	,	La Baule-Escoublac	,"	292993,786	","	6701492,637"
584458	,	00	,	Sauveboeuf	,"	524497,115	","	6418956,541"
142372	,	SS	,	Avrecourt	,"	889095,657	","	6765912,999"
481424	,	00	,	Le Pallet	,"	370759,957	","	6680568,843"
718304	,	BV	,	Franois	,"	922220,254	",	6684926
342311	,	00	,	Ligny-St-Flochel	,"	658445,739	","	7029960,033"
345249	,	00	,	Ostricourt	,"	702321,693	","	7038617,303"
411231	,	00	,	Darnétal	,"	565962,896	","	6928731,195"
415257	,	BV	,	Envermeu	,"	574801,435	","	6979181,685"
747212	,	00	,	Châbons	,"	889814,477	","	6484944,01"
722348	,	00	,	Condrieu	,"	838300,685	","	6486225,743"
192302	,	GP	,	Bénestroff	,"	975329,962	","	6873986,935"
734590	,	00	,	Arlanc	,"	756996,174	","	6479451,158"
732529	,	00	,	St-Rémy-en-Rollat	,"	730427,458	","	6564620,889"
394411	,	00	,	Bailleau-le-Pin	,"	575941,826	","	6808712,007"
761999	,	00	,	Carbuccia	,"	1189961,035	","	6120996,387"
694224	,	00	,	Villedieu-Chanliau	,"	809718,075	","	6634315,294"
118158	,	PL	,	Romilly-sur-Seine	,"	751992,91	","	6824461,457"
118158	,	BV	,	Romilly-sur-Seine	,"	753819,901	","	6823991,304"
345116	,	GP	,	Corbehem	,"	703509,983	","	7027460,649"
415745	,	00	,	Charleval	,"	582349,112	","	6919952,04"
481192	,	00	,	Ancenis	,"	384864,081	","	6704909,258"
753491	,	00	,	Croix-Sainte	,"	863655,716	","	6258733,484"
753228	,	00	,	Berre	,"	876287,854	","	6269302,426"
316588	,	00	,	Romescamps	,"	613132,751	","	6957414,272"
581280	,	00	,	St-Estèphe	,"	402956,962	","	6466955,486"
191742	,	00	,	Gandrange-Amnéville	,"	928250,175	","	6911335,755"
582825	,	00	,	St-Macaire	,"	443834,258	","	6390728,506"
396366	,	00	,	La Suze	,"	477835,371	","	6758850,8"
757666	,	00	,	Juan-les-Pins	,"	1032111,076	","	6283310,635"
743120	,	00	,	Pont-d'Ain	,"	880448,553	","	6553121,999"
478180	,	00	,	Corseul-Languenan	,"	320405,254	","	6834107,412"
772384	,	KM	,	Poste 30 tivey	,"	787070,52	","	6729670,021"
574541	,	BV	,	Pezou	,"	561023,411	","	6753521,04"
486563	,	00	,	St-Hilaire-de-Riez	,"	322174,814	","	6635904,772"
592188	,	00	,	Barsanges	,"	623468,751	","	6496764,186"
213744	,	00	,	Wingen-sur-Moder	,"	1020933,539	","	6877806,117"
734582	,	00	,	Marsac-en-Livradois	,"	756627,262	","	6487210,322"
762203	,	00	,	Tattone	,"	1208969,324	","	6136756,636"
645119	,	RF	,	Viescamp-sous-Jalles	,"	644466,457	","	6424382,949"
471334	,	00	,	Janzé	,"	364451,911	","	6771219,881"
141408	,	00	,	Azerailles	,"	972977,653	","	6827621,374"
575514	,	00	,	Migné-les-Lourdines	,"	494737,369	","	6619439,811"
772301	,	10	,	Poste 10 Lieusaint-Moissy	,"	668323,905	","	6836494,787"
696831	,	00	,	Coulanges-sur-Yonne	,"	741180,28	","	6714214,842"
215178	,	TU	,	Hommarting	,"	1004803,592	","	6855250,586"
296053	,	RF	,	Boué	,"	749734,102	","	6990152,827"
182725	,	00	,	Merxheim	,"	1021244,636	","	6765737,091"
715417	,	00	,	St-Laurent (Jura)	,"	925959,339	","	6612526,201"
595884	,	00	,	Le Got	,"	543116,602	","	6400093,049"
713529	,	V9	,	Nuits-St-Georges	,"	847619,162	","	6670631,326"
357178	,	00	,	ITE Pagny Technoport	,"	866650,592	","	6662442,115"
594499	,	00	,	Tulle	,"	602711,07	","	6462675,492"
100065	,	SS	,	Yron	,"	910647,777	","	6894799,691"
487710	,	N4	,	Vivy	,"	468469,913	","	6695895,009"
773408	,	BV	,	Lunel	,"	791232,347	","	6287381,226"
423327	,	00	,	La Mame	,"	463583,705	","	6458133,806"
191338	,	00	,	Metzervisse	,"	938734,934	","	6918124,452"
474064	,	00	,	Châteaulin-Embranchement	,"	173619,117	","	6812670,765"
281071	,	39	,	Calais-Frthun	,"	617235,899	","	7092317,485"
398172	,	17	,	Poste 17	,"	556037,733	","	6776701,633"
696138	,	00	,	Myennes	,"	694825,169	","	6705551,088"
381095	,	00	,	Le Stade	,"	645837,593	","	6870388,311"
576736	,	00	,	Langon (Loir-et-Cher)	,"	611281,133	","	6687826,754"
722645	,	00	,	Vaugris	,"	842720,661	","	6489432,083"
313403	,	00	,	Remy (Oise)	,"	678648,782	","	6926009,862"
757641	,	00	,	Golfe-Juan-Vallauris	,"	1029017,373	","	6282590,575"
